GENE	COUNT	TYPE	LOG_COUNT	DIFF	LOG2	pvalue
MUC22	37	RELAPSE	1.56820172407	-12	-0.405256478486	0.105058262760047
TENT4B	17	RELAPSE	1.23044892138	-11	-0.719892080807	0.105162385944877
LOC107984876	65	RELAPSE	1.81291335664	12	0.294447358465	0.105162385944877
PROC	15	RELAPSE	1.17609125906	14	3.90689059561	0.105772207850753
PBX2	13	RELAPSE	1.11394335231	8	1.37851162325	0.105772207850753
SIAH3	4	RELAPSE	0.602059991328	-7	-1.45943161864	0.105772207850753
ZFP36L2	23	RELAPSE	1.36172783602	8	0.616671360448	0.105772207850753
ZXDB	25	RELAPSE	1.39794000867	-8	-0.400537929584	0.105772207850753
ATPAF1	11	RELAPSE	1.04139268516	-7	-0.710493382805	0.105772207850753
BAGE2	41	RELAPSE	1.61278385672	7	0.270089163368	0.105772207850753
IRF2BP2	11	RELAPSE	1.04139268516	8	1.87446911792	0.105772207850753
ARID3B	30	RELAPSE	1.47712125472	-11	-0.45066140901	0.105772207850753
PLEKHG2	14	RELAPSE	1.14612803568	7	1	0.105772207850753
TMC6	21	RELAPSE	1.32221929473	-5	-0.308122295362	0.109598583399116
SNAPC4	10	RELAPSE	1	5	1	0.109598583399116
POLD1	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.109598583399116
FOXD4	31	RELAPSE	1.49136169383	14	0.866733469137	0.110831263771594
AXIN1	76	RELAPSE	1.88081359228	-20	-0.337034987278	0.111311835828295
SLITRK5	30	RELAPSE	1.47712125472	-7	-0.30256277002	0.111331984217681
NUTM2G	25	RELAPSE	1.39794000867	10	0.736965594166	0.112087165777921
NBPF12	78	RELAPSE	1.89209460269	10	0.197939377612	0.112338725829823
CARD11	32	RELAPSE	1.50514997832	11	0.607682577221	0.112338725829823
PPARGC1B	36	RELAPSE	1.55630250077	-8	-0.289506617195	0.113752943640092
AGAP9	85	RELAPSE	1.92941892571	-17	-0.263034405834	0.114336210125061
MYT1L	82	RELAPSE	1.91381385238	-8	-0.134301091712	0.115100215832571
TATDN1	12	RELAPSE	1.07918124605	-8	-0.736965594166	0.115100215832571
NEFH	30	RELAPSE	1.47712125472	-8	-0.341036917835	0.115581899951383
SMPD1	22	RELAPSE	1.34242268082	10	0.874469117916	0.116581251311
TRBV7-6	26	RELAPSE	1.41497334797	-12	-0.547487795302	0.116581251311
SUPT20HL1	51	RELAPSE	1.7075701761	-10	-0.258311995591	0.117283621300787
ESRP2	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.119813814205544
MEF2B	16	RELAPSE	1.20411998266	6	0.678071905113	0.119813814205544
LCORL	16	RELAPSE	1.20411998266	-5	-0.392317422779	0.119813814205544
DHX57	15	RELAPSE	1.17609125906	6	0.736965594166	0.119813814205544
FOXO3	20	RELAPSE	1.30102999566	5	0.415037499279	0.119813814205544
CHD1	1	RELAPSE	0	-5	-2.58496250072	0.119813814205544
POLE4	8	RELAPSE	0.903089986992	5	1.41503749928	0.119813814205544
CELF2	7	RELAPSE	0.845098040014	5	1.80735492206	0.119813814205544
TBC1D29	8	RELAPSE	0.903089986992	-5	-0.700439718141	0.119813814205544
SYNE1	8	RELAPSE	0.903089986992	5	1.41503749928	0.119813814205544
CASR	2	RELAPSE	0.301029995664	-5	-1.80735492206	0.119813814205544
CRCT1	16	RELAPSE	1.20411998266	5	0.540568381363	0.119813814205544
RANGAP1	24	RELAPSE	1.38021124171	-5	-0.273018494406	0.119813814205544
MYO15B	14	RELAPSE	1.14612803568	7	1	0.119813814205544
NKX3-2	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.119813814205544
FOXD4L6	12	RELAPSE	1.07918124605	-5	-0.502500340529	0.119813814205544
PPP1R18	20	RELAPSE	1.30102999566	6	0.51457317283	0.119813814205544
ARMCX3	16	RELAPSE	1.20411998266	5	0.540568381363	0.119813814205544
CENPB	22	RELAPSE	1.34242268082	5	0.371968777387	0.119813814205544
MRPL48	8	RELAPSE	0.903089986992	6	2	0.119813814205544
C11orf91	7	RELAPSE	0.845098040014	5	1.80735492206	0.119813814205544
PURA	15	RELAPSE	1.17609125906	5	0.584962500721	0.119813814205544
NKX2-8	12	RELAPSE	1.07918124605	-5	-0.502500340529	0.119813814205544
LRFN4	11	RELAPSE	1.04139268516	-5	-0.540568381363	0.119813814205544
KRT14	7	RELAPSE	0.845098040014	-7	-1	0.119813814205544
LAMA4	12	RELAPSE	1.07918124605	5	0.777607578664	0.119813814205544
SSTR3	9	RELAPSE	0.954242509439	5	1.16992500144	0.119813814205544
KCNC3	10	RELAPSE	1	6	1.32192809489	0.119813814205544
HSD17B7	1	RELAPSE	0	-5	-2.58496250072	0.119813814205544
RAB17	8	RELAPSE	0.903089986992	-5	-0.700439718141	0.119813814205544
BHLHE41	6	RELAPSE	0.778151250384	-5	-0.874469117916	0.119813814205544
SLC8A2	22	RELAPSE	1.34242268082	7	0.552541023029	0.119813814205544
TRIM4	13	RELAPSE	1.11394335231	5	0.700439718141	0.119813814205544
BTN2A2	17	RELAPSE	1.23044892138	5	0.502500340529	0.119813814205544
ANKRD9	7	RELAPSE	0.845098040014	6	2.80735492206	0.119813814205544
MDC1	28	RELAPSE	1.44715803134	11	0.719892080807	0.120341661637316
E2F3	14	RELAPSE	1.14612803568	-11	-0.836501267717	0.12204337267508
HOXA11	30	RELAPSE	1.47712125472	-6	-0.263034405834	0.123610402368235
TSC1	27	RELAPSE	1.43136376416	-6	-0.289506617195	0.123610402368235
ARHGDIA	15	RELAPSE	1.17609125906	-10	-0.736965594166	0.123610402368235
AP006621.6	15	RELAPSE	1.17609125906	8	1.09953567355	0.123610402368235
SPON1	14	RELAPSE	1.14612803568	-6	-0.51457317283	0.123610402368235
TPSD1	31	RELAPSE	1.49136169383	6	0.310340120612	0.123610402368235
UBR4	10	RELAPSE	1	8	2.32192809489	0.124114827611017
GOLGA8M	28	RELAPSE	1.44715803134	-7	-0.321928094887	0.124114827611017
DDX24	27	RELAPSE	1.43136376416	-7	-0.332575339087	0.124114827611017
GDF1	15	RELAPSE	1.17609125906	-8	-0.616671360448	0.124114827611017
MYH10	27	RELAPSE	1.43136376416	-8	-0.374395514781	0.124114827611017
MBD4	6	RELAPSE	0.778151250384	-7	-1.11547721742	0.124114827611017
CEP164	55	RELAPSE	1.74036268949	-7	-0.172836596862	0.124114827611017
EP300	29	RELAPSE	1.4623979979	9	0.53605290024	0.124558318750872
ARID4A	20	RELAPSE	1.30102999566	-13	-0.722466024471	0.124772736043723
PLIN4	109	RELAPSE	2.03742649794	26	0.39314489343	0.127805707173412
INTS6	12	RELAPSE	1.07918124605	-8	-0.736965594166	0.12814656126568
OLIG3	11	RELAPSE	1.04139268516	-6	-0.628031222613	0.128978042991964
ZFHX4	31	RELAPSE	1.49136169383	7	0.369233809666	0.129180456113111
SOWAHB	18	RELAPSE	1.2552725051	-4	-0.289506617195	0.129430674437906
H1-5	6	RELAPSE	0.778151250384	4	1.58496250072	0.129430674437906
CHD2	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.129430674437906
SIAH2	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.129430674437906
CCDC97	9	RELAPSE	0.954242509439	4	0.847996906555	0.129430674437906
RASGRF2	18	RELAPSE	1.2552725051	4	0.362570079385	0.129430674437906
GNAQ	13	RELAPSE	1.11394335231	4	0.530514716699	0.129430674437906
SAT1	1	RELAPSE	0	-4	-2.32192809489	0.129430674437906
OR10A2	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.129430674437906
APOB	19	RELAPSE	1.27875360095	4	0.341036917835	0.129430674437906
KIF7	13	RELAPSE	1.11394335231	-4	-0.387023123109	0.129430674437906
MYBPC3	11	RELAPSE	1.04139268516	-4	-0.447458976971	0.129430674437906
GTF2A1	7	RELAPSE	0.845098040014	4	1.22239242134	0.129430674437906
BICDL1	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.129430674437906
PCGF6	11	RELAPSE	1.04139268516	4	0.65207669658	0.129430674437906
U2AF2	6	RELAPSE	0.778151250384	4	1.58496250072	0.129430674437906
KIAA1549L	18	RELAPSE	1.2552725051	4	0.362570079385	0.129430674437906
INTS7	8	RELAPSE	0.903089986992	4	1	0.129430674437906
ARPC5L	6	RELAPSE	0.778151250384	-4	-0.736965594166	0.129430674437906
SLC2A4RG	8	RELAPSE	0.903089986992	4	1	0.129430674437906
VCX3B	13	RELAPSE	1.11394335231	4	0.530514716699	0.129430674437906
CSRNP3	17	RELAPSE	1.23044892138	7	0.765534746363	0.129634580879013
MUC12	238	RELAPSE	2.37657695706	34	0.222392421336	0.130092757091534
CRACD	31	RELAPSE	1.49136169383	-12	-0.472068444315	0.131316902163576
RBFOX1	99	RELAPSE	1.9956351946	9	0.13750352375	0.132949834191755
CSNK2A1	31	RELAPSE	1.49136169383	13	0.784271308945	0.134249279999778
TACO1	10	RELAPSE	1	7	1.73696559417	0.13441657417036
TSPYL1	12	RELAPSE	1.07918124605	10	2.58496250072	0.13441657417036
LOC107983989	84	RELAPSE	1.92427928606	11	0.202492863899	0.136216869844568
AGAP3	20	RELAPSE	1.30102999566	7	0.621488376746	0.13725645454567
GOLGA6L4	79	RELAPSE	1.89762709129	-11	-0.188072348153	0.137563893909903
ECM2	22	RELAPSE	1.34242268082	-6	-0.34792330342	0.140458182202861
LATS2	13	RELAPSE	1.11394335231	6	0.893084796083	0.140458182202861
MEPCE	25	RELAPSE	1.39794000867	6	0.395928676331	0.140458182202861
RAB21	12	RELAPSE	1.07918124605	-6	-0.584962500721	0.142519975186526
KIAA2012	39	RELAPSE	1.59106460703	7	0.285402218862	0.142690767516386
WDR87	16	RELAPSE	1.20411998266	-7	-0.523561956057	0.142690767516386
ANKRD49	27	RELAPSE	1.43136376416	-8	-0.374395514781	0.142690767516386
CSPG4	34	RELAPSE	1.53147891704	9	0.443606651476	0.14343261961361
CEBPA	31	RELAPSE	1.49136169383	8	0.43063435433	0.143961955326365
SETBP1	6	RELAPSE	0.778151250384	-8	-1.22239242134	0.144585279937354
ADRB1	6	RELAPSE	0.778151250384	-7	-1.11547721742	0.144878317957865
ZBTB7C	12	RELAPSE	1.07918124605	5	0.777607578664	0.145032253578682
SKOR2	30	RELAPSE	1.47712125472	-8	-0.341036917835	0.145994905779569
SLC9A3	5	RELAPSE	0.698970004336	-9	-1.48542682717	0.146349826662573
SERPINA1	46	RELAPSE	1.66275783168	-34	-0.79836613883	0.146370784480817
MUC3A	7707	RELAPSE	3.88688535899	267	0.0508667696266	0.147205792458796
C3orf80	3	RELAPSE	0.47712125472	-3	-1	0.148914673178766
STYXL1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
LILRB4	11	RELAPSE	1.04139268516	3	0.459431618637	0.148914673178766
CLIP3	4	RELAPSE	0.602059991328	3	2	0.148914673178766
MYL4	16	RELAPSE	1.20411998266	-3	-0.247927513444	0.148914673178766
RFPL4AL1	19	RELAPSE	1.27875360095	3	0.247927513444	0.148914673178766
TTC31	4	RELAPSE	0.602059991328	3	2	0.148914673178766
TMC4	11	RELAPSE	1.04139268516	-3	-0.34792330342	0.148914673178766
MTMR10	23	RELAPSE	1.36172783602	3	0.20163386117	0.148914673178766
EDC4	21	RELAPSE	1.32221929473	-6	-0.362570079385	0.148914673178766
OAZ1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
CROCC	21	RELAPSE	1.32221929473	-3	-0.192645077942	0.148914673178766
PTCH2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ZFY	4	RELAPSE	0.602059991328	3	2	0.148914673178766
CACNA1F	17	RELAPSE	1.23044892138	3	0.280107919193	0.148914673178766
HOXD9	1	RELAPSE	0	-3	-2	0.148914673178766
CLCN2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
UTRN	7	RELAPSE	0.845098040014	-3	-0.51457317283	0.148914673178766
DSG3	4	RELAPSE	0.602059991328	3	2	0.148914673178766
CFAP36	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ARHGAP23	11	RELAPSE	1.04139268516	-3	-0.34792330342	0.148914673178766
FTCDNL1	1	RELAPSE	0	-3	-2	0.148914673178766
TTC6	4	RELAPSE	0.602059991328	3	2	0.148914673178766
PRDM15	19	RELAPSE	1.27875360095	3	0.247927513444	0.148914673178766
ASCC3	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ZDHHC11B	8	RELAPSE	0.903089986992	-6	-0.807354922058	0.148914673178766
ASH1L	1	RELAPSE	0	-3	-2	0.148914673178766
HSPBP1	1	RELAPSE	0	-3	-2	0.148914673178766
SCYGR8	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.148914673178766
BPIFB1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
LZTS3	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ANO5	4	RELAPSE	0.602059991328	3	2	0.148914673178766
TBC1D26	7	RELAPSE	0.845098040014	3	0.807354922058	0.148914673178766
BHLHB9	17	RELAPSE	1.23044892138	3	0.280107919193	0.148914673178766
P4HTM	4	RELAPSE	0.602059991328	3	2	0.148914673178766
C4orf48	7	RELAPSE	0.845098040014	-3	-0.51457317283	0.148914673178766
PRKD2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ZMYND8	20	RELAPSE	1.30102999566	3	0.234465253637	0.148914673178766
SH2D2A	7	RELAPSE	0.845098040014	6	2.80735492206	0.148914673178766
MMP23B	4	RELAPSE	0.602059991328	3	2	0.148914673178766
NAAA	9	RELAPSE	0.954242509439	3	0.584962500721	0.148914673178766
IRS4	7	RELAPSE	0.845098040014	3	0.807354922058	0.148914673178766
SGSM1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
SHC2	9	RELAPSE	0.954242509439	3	0.584962500721	0.148914673178766
VGF	6	RELAPSE	0.778151250384	3	1	0.148914673178766
PPP1R9B	12	RELAPSE	1.07918124605	-3	-0.321928094887	0.148914673178766
PCDHGA11	15	RELAPSE	1.17609125906	-3	-0.263034405834	0.148914673178766
DUSP12	4	RELAPSE	0.602059991328	3	2	0.148914673178766
NRCAM	4	RELAPSE	0.602059991328	3	2	0.148914673178766
OTUD6A	4	RELAPSE	0.602059991328	3	2	0.148914673178766
SNX14	4	RELAPSE	0.602059991328	3	2	0.148914673178766
IPO9	19	RELAPSE	1.27875360095	3	0.247927513444	0.148914673178766
HEY2	1	RELAPSE	0	-3	-2	0.148914673178766
DGKQ	5	RELAPSE	0.698970004336	3	1.32192809489	0.148914673178766
ANKRD65	12	RELAPSE	1.07918124605	3	0.415037499279	0.148914673178766
AMZ2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
POP4	4	RELAPSE	0.602059991328	3	2	0.148914673178766
DSTYK	4	RELAPSE	0.602059991328	3	2	0.148914673178766
FBXO31	5	RELAPSE	0.698970004336	3	1.32192809489	0.148914673178766
PACRG	7	RELAPSE	0.845098040014	3	0.807354922058	0.148914673178766
OR2T33	22	RELAPSE	1.34242268082	-3	-0.184424571137	0.148914673178766
ATP13A2	1	RELAPSE	0	-3	-2	0.148914673178766
FOLH1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
USP28	4	RELAPSE	0.602059991328	3	2	0.148914673178766
DHX33	16	RELAPSE	1.20411998266	-3	-0.247927513444	0.148914673178766
GATM	4	RELAPSE	0.602059991328	3	2	0.148914673178766
BBS12	4	RELAPSE	0.602059991328	3	2	0.148914673178766
RAF1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
GCN1	13	RELAPSE	1.11394335231	-3	-0.299560281859	0.148914673178766
SLC23A2	17	RELAPSE	1.23044892138	3	0.280107919193	0.148914673178766
MLC1	16	RELAPSE	1.20411998266	-3	-0.247927513444	0.148914673178766
AC134980.2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
DDI1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
SLC9A5	16	RELAPSE	1.20411998266	-3	-0.247927513444	0.148914673178766
PRORP	1	RELAPSE	0	-3	-2	0.148914673178766
C2CD4B	4	RELAPSE	0.602059991328	3	2	0.148914673178766
PHC1	17	RELAPSE	1.23044892138	-3	-0.234465253637	0.148914673178766
WASF2	9	RELAPSE	0.954242509439	-3	-0.415037499279	0.148914673178766
LOC101929692	12	RELAPSE	1.07918124605	-3	-0.321928094887	0.148914673178766
ATP8B1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
LZTS2	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.148914673178766
SERPINB13	4	RELAPSE	0.602059991328	3	2	0.148914673178766
EPRS1	4	RELAPSE	0.602059991328	3	2	0.148914673178766
CNTNAP2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
NYAP2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
ADGRL3	4	RELAPSE	0.602059991328	3	2	0.148914673178766
LOC107987243	5	RELAPSE	0.698970004336	3	1.32192809489	0.148914673178766
CFAP69	4	RELAPSE	0.602059991328	3	2	0.148914673178766
VSIG10L	1	RELAPSE	0	-3	-2	0.148914673178766
SMYD5	16	RELAPSE	1.20411998266	3	0.299560281859	0.148914673178766
IRF9	17	RELAPSE	1.23044892138	3	0.280107919193	0.148914673178766
SH3BP5	11	RELAPSE	1.04139268516	3	0.459431618637	0.148914673178766
ITIH1	7	RELAPSE	0.845098040014	-3	-0.51457317283	0.148914673178766
CD109	4	RELAPSE	0.602059991328	3	2	0.148914673178766
OR4C6	4	RELAPSE	0.602059991328	3	2	0.148914673178766
THEM5	12	RELAPSE	1.07918124605	-3	-0.321928094887	0.148914673178766
CLEC4F	4	RELAPSE	0.602059991328	3	2	0.148914673178766
SFI1	1	RELAPSE	0	-3	-2	0.148914673178766
LOC101929959	7	RELAPSE	0.845098040014	-3	-0.51457317283	0.148914673178766
ARV1	1	RELAPSE	0	-3	-2	0.148914673178766
LCT	5	RELAPSE	0.698970004336	3	1.32192809489	0.148914673178766
MAGEC2	4	RELAPSE	0.602059991328	3	2	0.148914673178766
SCUBE1	1	RELAPSE	0	-3	-2	0.148914673178766
LRP8	10	RELAPSE	1	-3	-0.378511623254	0.148914673178766
CHIT1	1	RELAPSE	0	-3	-2	0.148914673178766
PCP4L1	16	RELAPSE	1.20411998266	3	0.299560281859	0.148914673178766
GFRA4	15	RELAPSE	1.17609125906	-3	-0.263034405834	0.148914673178766
AJAP1	16	RELAPSE	1.20411998266	3	0.299560281859	0.148914673178766
BCL6B	4	RELAPSE	0.602059991328	3	2	0.148914673178766
RBMX	38	RELAPSE	1.57978359662	16	0.788495894806	0.14932461032049
TUBB8	68	RELAPSE	1.83250891271	13	0.306103127726	0.149732425558897
GOLGA6L3	114	RELAPSE	2.05690485134	-11	-0.132894270497	0.150762775026645
IRX5	10	RELAPSE	1	5	1	0.15209263248158
SAPCD2	13	RELAPSE	1.11394335231	5	0.700439718141	0.15209263248158
FBXW7	28	RELAPSE	1.44715803134	5	0.283792966001	0.15209263248158
A1BG	10	RELAPSE	1	5	1	0.15209263248158
PTPN14	19	RELAPSE	1.27875360095	5	0.440572591386	0.15209263248158
COBL	21	RELAPSE	1.32221929473	5	0.392317422779	0.15209263248158
SLC38A5	20	RELAPSE	1.30102999566	5	0.415037499279	0.15209263248158
LMO7	10	RELAPSE	1	6	1.32192809489	0.15209263248158
MARVELD3	4	RELAPSE	0.602059991328	-7	-1.45943161864	0.15209263248158
COQ9	10	RELAPSE	1	-5	-0.584962500721	0.15209263248158
ZNF367	14	RELAPSE	1.14612803568	-5	-0.440572591386	0.15209263248158
ECEL1	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.15209263248158
RBM26	5	RELAPSE	0.698970004336	-7	-1.26303440583	0.15209263248158
CNOT2	16	RELAPSE	1.20411998266	-6	-0.459431618637	0.15209263248158
SHPRH	18	RELAPSE	1.2552725051	7	0.710493382805	0.15209263248158
OTOF	23	RELAPSE	1.36172783602	5	0.353636954615	0.15209263248158
RASIP1	10	RELAPSE	1	-6	-0.678071905113	0.15209263248158
BCAS3	15	RELAPSE	1.17609125906	7	0.906890595609	0.15209263248158
HLA-DRB5	186	RELAPSE	2.26951294422	15	0.121306296222	0.155051070384637
HSF1	26	RELAPSE	1.41497334797	16	1.37851162325	0.155218489684684
PIK3R2	21	RELAPSE	1.32221929473	9	0.807354922058	0.155350871765473
MTCH2	207	RELAPSE	2.31597034546	17	0.123631349168	0.155533829973072
FOXP2	65	RELAPSE	1.81291335664	4	0.0916304754656	0.155601437790893
MSH6	23	RELAPSE	1.36172783602	8	0.616671360448	0.159256320125823
ATP10A	11	RELAPSE	1.04139268516	7	1.45943161864	0.159256320125823
ADCY5	28	RELAPSE	1.44715803134	10	0.637429920615	0.159256320125823
CDC27	57	RELAPSE	1.75587485567	19	0.584962500721	0.159646626573549
MUCL3	15	RELAPSE	1.17609125906	-29	-1.55254102303	0.164914822553301
MPND	8	RELAPSE	0.903089986992	-8	-1	0.165973259855441
NTNG2	13	RELAPSE	1.11394335231	5	0.700439718141	0.167546277488617
CDK11A	16	RELAPSE	1.20411998266	5	0.540568381363	0.167546277488617
AGBL1	7	RELAPSE	0.845098040014	5	1.80735492206	0.167546277488617
GOLGA8J	43	RELAPSE	1.63346845558	-5	-0.158697746019	0.167546277488617
RAPGEF1	7	RELAPSE	0.845098040014	5	1.80735492206	0.167546277488617
NRBP2	14	RELAPSE	1.14612803568	5	0.637429920615	0.167546277488617
GLCCI1	12	RELAPSE	1.07918124605	-5	-0.502500340529	0.167546277488617
TPCN1	17	RELAPSE	1.23044892138	-5	-0.371968777387	0.167546277488617
DISP3	7	RELAPSE	0.845098040014	5	1.80735492206	0.167546277488617
SFTPC	40	RELAPSE	1.60205999133	-7	-0.23266075679	0.167771006401942
LOC107987276	13	RELAPSE	1.11394335231	6	0.893084796083	0.169564145190563
WNT2B	2	RELAPSE	0.301029995664	-6	-2	0.169564145190563
KALRN	11	RELAPSE	1.04139268516	7	1.45943161864	0.169564145190563
CLSTN1	33	RELAPSE	1.51851393988	6	0.289506617195	0.169564145190563
TCEANC2	10	RELAPSE	1	6	1.32192809489	0.169564145190563
LOC107984264	96	RELAPSE	1.98227123304	8	0.125530882084	0.169564145190563
ZNF880	36	RELAPSE	1.55630250077	4	0.169925001442	0.171065409244614
KMT2D	229	RELAPSE	2.35983548234	35	0.23929094591	0.171114432182443
LOC105373102	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.173568166555922
POLR3GL	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.173568166555922
GHDC	15	RELAPSE	1.17609125906	4	0.447458976971	0.173568166555922
PRKG2	6	RELAPSE	0.778151250384	4	1.58496250072	0.173568166555922
TRAPPC12	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
TMEM145	14	RELAPSE	1.14612803568	-4	-0.362570079385	0.173568166555922
OGFR	7	RELAPSE	0.845098040014	-8	-1.09953567355	0.173568166555922
CYP7B1	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
SMIM10L2B	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.173568166555922
DYNLL1	48	RELAPSE	1.68124123738	-13	-0.345774836842	0.173568166555922
PAX6	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.173568166555922
AP3B2	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
LYPD3	10	RELAPSE	1	-4	-0.48542682717	0.173568166555922
SLC16A10	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
MAFB	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
ITPR1	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
UNC13A	17	RELAPSE	1.23044892138	-4	-0.304854581528	0.173568166555922
CDRT1	29	RELAPSE	1.4623979979	-4	-0.186413124231	0.173568166555922
SMG9	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
MDFIC	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.173568166555922
SLC18A1	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
ZNF837	1	RELAPSE	0	-5	-2.58496250072	0.173568166555922
PRDM14	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
OSBPL1A	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
C20orf144	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
NKPD1	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.173568166555922
NPAT	6	RELAPSE	0.778151250384	5	2.58496250072	0.173568166555922
PHLPP2	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.173568166555922
IQANK1	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
RABEP2	10	RELAPSE	1	-4	-0.48542682717	0.173568166555922
GPAA1	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.173568166555922
ZBTB7B	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
DNAAF5	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
SLC5A11	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.173568166555922
EPM2A	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
CREB3L2	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
DNASE2	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
ATXN3	4	RELAPSE	0.602059991328	-4	-1	0.173568166555922
ATXN1	29	RELAPSE	1.4623979979	5	0.273018494406	0.173568166555922
DCSTAMP	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
ARHGEF4	6	RELAPSE	0.778151250384	5	2.58496250072	0.173568166555922
REV3L	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
SLC44A1	20	RELAPSE	1.30102999566	4	0.321928094887	0.173568166555922
LCE1F	1	RELAPSE	0	-5	-2.58496250072	0.173568166555922
GDPD4	15	RELAPSE	1.17609125906	4	0.447458976971	0.173568166555922
NOC3L	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
FCRL3	19	RELAPSE	1.27875360095	-4	-0.275634442613	0.173568166555922
EPN1	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
TRIM49	8	RELAPSE	0.903089986992	-4	-0.584962500721	0.173568166555922
TBC1D1	7	RELAPSE	0.845098040014	6	2.80735492206	0.173568166555922
CCDC27	6	RELAPSE	0.778151250384	4	1.58496250072	0.173568166555922
SBSN	34	RELAPSE	1.53147891704	4	0.180572245642	0.173568166555922
CPSF7	7	RELAPSE	0.845098040014	-4	-0.65207669658	0.173568166555922
FUZ	13	RELAPSE	1.11394335231	-4	-0.387023123109	0.173568166555922
LY75	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
MRPL21	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
SERTAD3	8	RELAPSE	0.903089986992	7	3	0.173568166555922
SLC1A6	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
HERC1	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
OLFM2	10	RELAPSE	1	-4	-0.48542682717	0.173568166555922
FO681492.1	7	RELAPSE	0.845098040014	-4	-0.65207669658	0.173568166555922
GLIS3	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
STAG3	6	RELAPSE	0.778151250384	5	2.58496250072	0.173568166555922
FAM111B	1	RELAPSE	0	-4	-2.32192809489	0.173568166555922
ABL1	21	RELAPSE	1.32221929473	5	0.392317422779	0.173568166555922
SNTB2	6	RELAPSE	0.778151250384	4	1.58496250072	0.173568166555922
GLI3	6	RELAPSE	0.778151250384	5	2.58496250072	0.173568166555922
ACAP2	5	RELAPSE	0.698970004336	4	2.32192809489	0.173568166555922
CHD3	53	RELAPSE	1.7242758696	9	0.268488835926	0.176479102196678
HEG1	23	RELAPSE	1.36172783602	6	0.436099114807	0.177272058825017
NBPF1	143	RELAPSE	2.15533603747	14	0.148644081355	0.178449059991682
